Population_ID,Geographic_Location,Environment,Temperature_C,pH_Level,Dissolved_Oxygen,Salinity,Seasonality,Pollution_Level,Habitat_Connectivity,Predator_Density,Prey_Availability,Climate_Change_Impact,Hydrology
Pop1,Region_B,Brackish,23.731848256094306,7.535038497883111,6.102971291467198,25.697065497863758,Wet,13.884191108752253,0.8048471074830532,37,952,0.4013012053118996,Dynamic
Pop4,Region_A,Freshwater,34.18448272490615,7.458371793868331,6.131859148548575,29.777754351732046,Wet,83.28737883852382,0.6008589409944,2,23,0.2529637408227814,Intermittent
Pop3,Region_A,Freshwater,27.575356432344808,7.8347521548074,8.164478913726509,12.330805928629076,Wet,90.07294335004512,0.2782871972140004,44,944,1.0722036440866385,Stable
Pop5,Region_B,Marine,23.357548513004474,7.752625948990071,6.798705159750748,19.10202250377711,Transitional,56.50451409841284,0.7796664823222282,32,351,0.53969275668557,Intermittent
Pop2,Region_C,Brackish,25.69082748915017,8.094769423266026,3.1780807679868435,8.510616113273544,Transitional,35.401395138183226,0.6508472045218037,13,564,1.289565873616229,Intermittent
Pop1,Region_C,Freshwater,3.8027937519304436,6.588301085384113,9.548134538440141,33.33136998503715,Dry,40.05866479341768,0.31401225489060536,6,403,0.31407813122739214,Stable
Pop4,Region_C,Marine,31.476418975909787,7.250867504144673,3.9509548980620774,4.775517292997381,Dry,29.847812835810938,0.004740823848863762,21,227,1.7938348137324462,Intermittent
Pop5,Region_A,Marine,15.20409189447058,7.154542332779321,2.0899850493203633,33.53921681508288,Transitional,99.69861123343087,0.18927675661881183,23,942,1.5288990357711976,Stable
Pop1,Region_C,Brackish,31.3547329164506,7.7265238418483735,2.7393930629788548,33.08752181275849,Dry,11.136493805181647,0.40669479546924026,36,240,1.358324031292955,Dynamic
Pop1,Region_B,Freshwater,13.996076376397252,7.547072046816734,5.787712874984633,25.637963558559846,Dry,3.3227802668527984,0.500778611818581,16,636,0.6000596740903956,Dynamic
Pop3,Region_B,Marine,23.211996994909434,7.692252040496532,5.408315277626844,3.122549309868659,Wet,80.31480950382054,0.1596790024928172,31,417,0.17697357071035014,Dynamic
Pop1,Region_A,Brackish,5.589408401520471,6.682455709320688,9.410561188077605,17.86019027232463,Dry,51.87422041383252,0.26480055099046484,3,661,0.4865970251294198,Stable
Pop1,Region_A,Marine,1.499408782007459,8.371714669531565,10.806446431224233,17.475880002662922,Wet,59.97659565428337,0.5775590514119165,3,651,1.783496807614482,Intermittent
Pop3,Region_A,Marine,27.861742976158677,7.122136913919789,11.6044299830385,34.44778085128608,Wet,60.805011056268846,0.07916529279753692,20,898,1.2357691210695323,Intermittent
Pop3,Region_A,Brackish,2.559732216546686,6.813291295680929,11.275228153790213,22.69867121390818,Transitional,82.65823449283991,0.32676945669647683,8,714,1.7029810838425659,Dynamic
Pop3,Region_C,Marine,7.0623368396352095,7.7464140266634525,6.62895070349018,14.506892481087222,Wet,59.98296451345306,0.07882924824968018,16,186,0.42479627759242633,Dynamic
Pop4,Region_A,Marine,16.356039407181076,8.05036486899412,11.994743940202056,23.693718726912454,Wet,3.415117175627702,0.7785956297646454,26,328,0.04883604658167218,Stable
Pop4,Region_A,Marine,33.20171746389926,8.13857408826011,7.353200497140842,0.6240168970745924,Transitional,64.73894143856486,0.37763069415291606,37,594,1.0859366567446296,Dynamic
Pop5,Region_C,Marine,16.492407579829802,8.385239201425433,10.503096094891374,24.664726724300458,Transitional,96.32238099431508,0.2379305280339139,5,158,0.952093755271856,Stable
Pop2,Region_C,Freshwater,16.377040307669663,7.998179708678483,11.77587193240206,21.933180330969805,Transitional,13.392243479966037,0.40702107657182385,22,830,1.3664877174195413,Dynamic
Pop5,Region_A,Brackish,5.947584636584234,7.6164358731645105,3.0218805698719926,28.673382482110934,Wet,98.351799357867,0.9740975242064995,33,236,0.45219849050012617,Stable
Pop3,Region_C,Brackish,26.99872659899337,7.607276396754188,3.7835572874771177,32.04523510763546,Transitional,51.6372700694745,0.32608361424417565,7,855,1.4756803460188403,Dynamic
Pop5,Region_B,Marine,10.254293283365207,7.38393884917981,11.993549381162204,22.604426073961193,Dry,26.576376350596533,0.13512974551722656,4,737,1.6912527742419616,Stable
Pop5,Region_C,Brackish,8.156055243653169,8.29151165108591,8.003175448919524,10.253220521308084,Transitional,37.28638699245689,0.04234666837833423,10,405,0.6773563968976826,Stable
Pop5,Region_C,Freshwater,34.00099620807705,8.395378644017299,7.672543003937164,29.538194132341147,Dry,72.3410909047053,0.13151914973209022,36,426,0.5991526551836899,Intermittent
Pop4,Region_A,Marine,2.6089178061922325,7.117256023597015,3.9811476191735444,30.877000058613636,Dry,23.068440442071715,0.5954651978663138,19,203,1.3892437293156024,Intermittent
Pop4,Region_B,Brackish,10.138969862951113,8.09848713473299,11.474838558445187,30.46814855719056,Dry,38.988032035174726,0.8657290828152039,5,155,0.9410365300864045,Intermittent
Pop3,Region_B,Marine,13.157809017464041,7.236044225634811,8.449397547626855,23.486442386301086,Transitional,63.45815998075046,0.08884024516722167,35,782,0.8761706991697589,Intermittent
Pop3,Region_A,Marine,24.861912929156382,7.955791855193949,7.143815381008809,20.38493525088321,Transitional,2.7648645333279487,0.16135749579522918,7,839,1.5620832761715886,Stable
Pop3,Region_B,Brackish,0.9663034911358953,7.171789788829887,4.6303321447162755,33.713292668138436,Transitional,54.75002682141464,0.6746438301479208,12,586,0.6172182398199826,Intermittent
Pop5,Region_B,Marine,18.83380400575045,7.452326560270267,6.157558937370669,8.18317904369634,Wet,28.493504150962313,0.4700475524165877,14,376,0.5084162746317149,Dynamic
Pop2,Region_A,Brackish,22.891452586925183,8.058051236029884,5.669909892438757,34.775985702519854,Dry,22.46819849557934,0.3977316124031658,39,264,1.4952547317340246,Intermittent
Pop5,Region_A,Freshwater,7.592233058838678,8.462059016631551,3.3244340048123004,27.631719567903783,Transitional,34.665296874539244,0.7297525728466291,0,514,0.6232901654090419,Intermittent
Pop3,Region_C,Brackish,8.800674795078969,7.8947222974622395,3.732651478634921,16.69120490315138,Wet,26.713677029466652,0.15689723556211077,32,755,0.21160127487588953,Dynamic
Pop3,Region_C,Brackish,3.3215947511263266,6.824778953832705,9.898818079059941,8.577372738243291,Wet,10.112767506825948,0.2070216117556607,8,190,1.8853270996258926,Stable
Pop5,Region_B,Freshwater,30.656797124570932,6.897298616444919,8.23235579528341,20.37564630895261,Wet,58.82113791328361,0.3417628205739932,33,507,1.4255793640025094,Dynamic
Pop4,Region_B,Brackish,13.635531774940928,7.53607040391213,5.969209681533482,34.66779986853461,Dry,33.809180229877164,0.1010545738143418,19,79,1.4136289233864152,Intermittent
Pop3,Region_B,Marine,14.645854596445318,8.178714193022588,6.216120188689678,18.913512572348086,Wet,60.33119150622724,0.12649726926942562,4,777,0.7847952314792952,Dynamic
Pop4,Region_A,Marine,34.962506815732795,6.972339613806586,9.166572269758397,11.5598803444334,Wet,26.723338450435474,0.426869214420045,22,329,0.5226958891995805,Stable
Pop4,Region_C,Marine,23.441353777338495,8.318427221491433,4.007027087482709,5.668447732646489,Wet,90.08889748293689,0.1719871651241467,36,987,0.9961872442093622,Dynamic
Pop3,Region_C,Freshwater,31.78388135105415,6.598991312056965,4.269590907566524,34.572146995504205,Transitional,26.314779558274104,0.6098091190981746,48,947,1.575917340811735,Dynamic
Pop5,Region_C,Brackish,8.151116340521094,7.345886572173728,6.739625257738641,12.98550903205619,Dry,83.5381538867789,0.8722626283327193,17,137,0.5664844569519571,Stable
Pop3,Region_C,Brackish,20.972968709991758,6.785753566343947,11.571610897603897,33.3376608909746,Wet,93.56567419501118,0.15489985986773702,6,454,1.7709940431753888,Intermittent
Pop3,Region_C,Marine,33.41249329284169,7.71106753579269,4.522593600109148,11.339086310302124,Transitional,1.7024809670160734,0.506499434947388,27,203,0.15359330509428482,Intermittent
Pop4,Region_B,Freshwater,18.481880250318767,6.935494700775996,4.557039745950167,29.361860720725698,Dry,73.16653733996121,0.19389214357401763,22,970,0.35935047991318014,Stable
Pop5,Region_B,Marine,22.670564929909055,6.781773120562567,6.5445715103273,32.85128125691451,Transitional,57.99493422411367,0.48815878904097987,6,530,0.925005844156094,Stable
Pop4,Region_C,Freshwater,20.410955940089334,6.870095172872745,3.4183041074563696,30.996036336501742,Transitional,36.18601293167476,0.6794478832665436,11,350,0.4102914212503064,Dynamic
Pop4,Region_C,Freshwater,10.052413223142407,8.43296829463035,6.49520865843331,28.087809721637377,Transitional,27.923955502438837,0.12259703844572989,12,33,1.9163769557025077,Dynamic
Pop2,Region_C,Freshwater,2.631968437465215,6.788830947508404,5.3632514616851585,20.940306068312502,Transitional,49.58377436333017,0.746998289986655,23,378,0.41899272455302916,Dynamic
Pop3,Region_A,Brackish,21.07265033584496,7.5246633653211354,3.9947148322035746,3.6306182437619823,Wet,40.51979111086217,0.09232343993613124,18,732,0.12503480318895743,Dynamic
Pop4,Region_C,Marine,4.899744699917461,7.671782760764216,9.632831488609966,13.309387058353593,Dry,36.48552392549442,0.5001112636551703,36,385,0.43442948175468676,Intermittent
Pop5,Region_B,Brackish,9.038077569956597,6.661112433163028,11.88774188170241,14.295606156327391,Wet,34.28547465809654,0.6347072306852959,23,67,0.9012225329200552,Stable
Pop4,Region_A,Freshwater,17.68314524961464,6.558355909775862,5.178411362294435,13.098770046122851,Wet,95.36077038976691,0.145218581291366,15,294,0.05134571523914566,Dynamic
Pop1,Region_A,Brackish,4.823073349477529,7.7297356049600285,6.331747294578367,12.150372163673808,Wet,36.5427190752069,0.15929610216021828,4,725,0.7759592895300194,Intermittent
Pop5,Region_C,Freshwater,17.105443707581806,8.409139403649881,11.536841342327516,14.410567383154772,Wet,37.94790631583004,0.5286703636286952,28,372,1.9963819168827033,Dynamic
Pop1,Region_B,Freshwater,6.293979583204261,6.998848776205051,6.503027570179667,30.286588660830706,Dry,31.205218751323514,0.2392085192429383,31,712,0.30703148663709445,Intermittent
Pop2,Region_B,Freshwater,27.86902434638527,8.372902641295914,7.856713654764736,12.114538615679338,Dry,20.373979373641415,0.17632253134882225,2,186,1.1383393475325985,Stable
Pop1,Region_C,Brackish,14.148406177777597,7.6988792357142835,10.58447446679085,16.798808858061996,Transitional,39.88208548433035,0.48331608928990455,20,18,1.7526690844533426,Intermittent
Pop2,Region_C,Brackish,26.107287043494676,7.823624589540504,3.5622680666760513,21.324097170621783,Transitional,60.86790724442018,0.5309671399427978,12,850,0.7667352914760712,Dynamic
Pop1,Region_C,Freshwater,25.876985117839574,7.451250645904169,11.402204586034511,3.9825227270393704,Wet,88.47388101871378,0.136446710273596,17,565,0.2854298122640011,Stable
Pop5,Region_B,Brackish,12.04149508907924,8.433233931632198,8.172808675532542,6.179047825985455,Dry,65.74203198167672,0.41005388501617723,31,979,0.8160216140765377,Intermittent
Pop5,Region_C,Marine,15.965246701774586,6.799127435758088,8.885897236238556,23.596721628199926,Dry,14.088350574088738,0.06990624524175193,23,470,1.5623553061446922,Stable
Pop5,Region_C,Freshwater,31.526288576058793,6.757577587495622,6.819545208509981,17.136463536397777,Wet,3.6537683579889957,0.4116554617963961,30,38,1.0260686461699018,Dynamic
Pop1,Region_A,Freshwater,5.151200024214383,8.333427278760642,9.802150382027543,22.556015825751125,Wet,39.51715990326793,0.22481898467133143,32,234,0.6009177141909363,Dynamic
Pop3,Region_C,Freshwater,1.0810055493186976,6.937395649854695,11.084346265028671,9.151525179002014,Wet,92.28514663251805,0.5880624434071502,14,148,0.3250384950158143,Dynamic
Pop5,Region_B,Freshwater,31.15109672377283,7.531188034284892,6.101694477775713,7.3594754441592,Transitional,65.05540793300675,0.42011849746138674,39,569,1.2167912859471828,Dynamic
Pop4,Region_B,Brackish,16.350802901572962,6.585306917083313,2.870164075480039,6.160715143398657,Transitional,66.53899663932904,0.8179525624167071,8,998,1.0404327537128808,Intermittent
Pop2,Region_A,Brackish,13.284953541856467,7.284352296190112,3.3447259799904354,18.732143475967547,Wet,98.02526080198552,0.20739507618702857,44,989,1.0758752925058197,Stable
Pop5,Region_A,Marine,33.27747154158629,7.690261622007368,6.7215271543166715,8.590605707966414,Dry,87.67725693518248,0.8125131846687277,4,758,0.10225475211989621,Dynamic
Pop2,Region_A,Marine,23.687977100866224,7.88317321845195,5.626791453213486,25.771223481035822,Wet,49.00000133829126,0.3036497110731706,2,836,0.3818368967029522,Dynamic
Pop4,Region_B,Freshwater,13.914252567538949,6.586261171404688,6.161623487218354,11.715012362059753,Transitional,67.3307354281356,0.258417822998405,4,669,0.42867452695935215,Intermittent
Pop1,Region_B,Brackish,33.081993436394896,6.758073363510981,6.157855795420575,29.084543311315983,Transitional,60.850343094392386,0.8565988990518232,18,530,1.130819646764473,Intermittent
Pop2,Region_C,Brackish,4.572488406932597,6.895433522701778,10.297120200541862,0.7738399488825681,Dry,75.2120861196257,0.48526341293967223,39,842,0.9335272196245503,Intermittent
Pop4,Region_A,Marine,31.287874734951785,6.5552207275366285,4.158193633409274,15.562060896788566,Wet,32.93193059221357,0.11528706978328107,25,926,1.5430095115419322,Intermittent
Pop2,Region_A,Freshwater,18.411905711312688,7.791935921098973,9.907264481435,6.358687936255311,Transitional,28.881571521801032,0.5699240337755355,19,115,1.4297256196908936,Stable
Pop4,Region_A,Brackish,33.812641169109305,8.077794678751214,5.840499817738509,27.712141407138834,Wet,99.00851160240039,0.9106525052914463,41,435,0.5262327144450474,Intermittent
Pop3,Region_A,Marine,1.849676735282031,7.499005465613633,7.841589423982349,2.751182669419308,Wet,75.41214875328505,0.27309828394330404,22,371,1.4108732096886547,Intermittent
Pop2,Region_A,Brackish,5.35764500960167,6.8369085840949,9.724016518402278,24.66491294198075,Dry,94.0139749496199,0.8663970574719356,40,506,0.2335972079788835,Intermittent
Pop1,Region_A,Brackish,34.88792432673895,7.811591613615183,10.604398917841747,28.012102288867833,Dry,1.3239235390558823,0.9131423742922568,13,658,1.080372898693603,Dynamic
Pop4,Region_A,Freshwater,2.0212785012187435,7.199571885462527,9.224441497443552,2.3146771242641195,Dry,35.26223603703964,0.42354441515632146,13,688,0.7704628305175334,Dynamic
Pop2,Region_B,Freshwater,24.171156860882785,6.637766116329069,4.238878621479693,1.0036056909300817,Dry,83.00036157014719,0.13266601169789038,4,623,0.5631591431103491,Dynamic
Pop2,Region_C,Brackish,32.35274255179643,7.188427480167967,9.18452768852494,16.842107627236437,Transitional,98.54220413514018,0.3257297503407459,39,549,1.1395204140098225,Stable
Pop3,Region_A,Marine,12.88408450675853,7.182583906471651,11.089581155344398,32.896318708571435,Dry,68.96228074929469,0.24641445540208806,17,766,0.840690397988737,Dynamic
Pop3,Region_A,Marine,27.001048111732576,6.889882345155385,7.492475303645684,0.6925203483863551,Transitional,48.98327997589897,0.8478515032624739,1,295,1.543079965499033,Dynamic
Pop5,Region_B,Brackish,21.18780059666943,6.954297752900668,6.417401991760739,7.845630965200554,Transitional,33.019325734861674,0.5204547825615784,2,838,0.46744143875917166,Stable
Pop4,Region_C,Marine,15.446841151078623,6.575126174968766,11.411364737233594,10.227267227903013,Dry,85.0703091713147,0.2868441081621885,24,219,0.43432851568483954,Stable
Pop4,Region_B,Marine,9.795016544588474,7.308253612709551,6.975120990739339,26.229071021634006,Wet,58.931182210287695,0.10669399682645475,42,660,0.5321166472857681,Stable
Pop3,Region_C,Brackish,15.392119229827653,7.587927809067235,4.118713196138227,25.671017753871016,Wet,24.584603806639127,0.3936321674975942,45,100,0.7919572853060242,Intermittent
Pop2,Region_C,Marine,9.386903201756187,8.13067012082,9.342869489627013,32.2219690910205,Dry,82.50298358724241,0.3233897598489496,22,410,1.4337918958844822,Dynamic
Pop4,Region_B,Freshwater,16.561899753489985,6.724083320590432,2.248401034465644,15.745744530910173,Transitional,0.2814437979439699,0.12436553519218885,38,457,1.9274016278176958,Dynamic
Pop3,Region_C,Freshwater,1.1829588152675625,7.055269690556141,5.800781339622383,33.79815659952483,Transitional,31.1929490340222,0.5584731470598575,7,915,1.9051899531835996,Intermittent
Pop1,Region_B,Brackish,13.703454978277255,6.784804281577136,3.589980932512317,1.8702066462990818,Transitional,73.53944825429889,0.2789695954314724,45,722,1.3847296508731874,Dynamic
Pop1,Region_B,Freshwater,19.42598290299342,8.316662282804005,11.496798773010237,30.550211017975872,Wet,33.67729842308852,0.43580093636997896,5,37,0.23545248367289928,Intermittent
Pop3,Region_C,Brackish,15.56353223312731,8.213425723723748,11.209397182358586,21.41866443033284,Wet,44.626581271512364,0.22960397105925867,29,504,1.7117169666193601,Intermittent
Pop4,Region_B,Marine,22.14923132949384,7.158945545449383,10.462716899871305,14.220080665706078,Transitional,73.71408812514893,0.9829620895764459,8,883,0.3304430887428269,Stable
Pop5,Region_C,Freshwater,28.346704822802433,6.586284225170861,5.532641529751429,6.05191718955738,Dry,1.029793753142294,0.64197650377555,26,252,0.3002846741806482,Stable
Pop1,Region_C,Freshwater,16.55764954764225,8.266416562973667,7.807508050467007,28.526760790031023,Transitional,63.40090853386966,0.6175382566249713,3,373,1.6278525185268362,Stable
Pop1,Region_A,Freshwater,24.444171920069024,6.856070289997002,8.507547924048291,23.3934007063712,Wet,5.141307849639376,0.40849475114971756,1,786,1.2339072119638175,Dynamic
Pop5,Region_A,Marine,15.66493445859282,6.974868921904271,2.685011232802996,3.4829568140799063,Transitional,2.2056142719773075,0.4810648966298374,27,206,0.4414823777445773,Intermittent
Pop1,Region_A,Freshwater,12.869841720042661,8.46489755270233,5.208578676887895,20.454133082150353,Wet,6.246677026558734,0.6184185183161387,12,586,0.4905466436907453,Stable
Pop5,Region_B,Marine,25.115302250090092,8.037955851083643,6.902292726194085,34.883174082634454,Wet,14.230450769486225,0.6509678424630808,44,438,1.4240831149804802,Stable
Pop5,Region_B,Marine,5.4560466691969225,7.8838859874043345,4.65951176620347,7.81100205925147,Dry,93.02963061659563,0.7173278032167252,0,731,0.8703560962339731,Dynamic
Pop4,Region_C,Brackish,6.976255117756914,7.208976219541212,10.214410953446958,2.9893674233932095,Wet,86.69949787168957,0.9845787915360196,49,159,1.5274838093073508,Stable
Pop2,Region_B,Freshwater,25.711589539341617,7.253693315966881,4.188805375828007,4.634479294514124,Dry,27.193065950500305,0.6444771970545157,26,567,1.9642581812920854,Dynamic
Pop5,Region_B,Freshwater,10.396766489737917,6.765674764961792,2.999507804039025,15.24897995950714,Dry,31.5610308786912,0.9073047794576641,46,669,1.3874790153797918,Intermittent
Pop4,Region_C,Brackish,20.746642169055555,8.128171440632816,9.643029378123359,20.125837611555635,Wet,62.06817464308705,0.870127501116686,29,905,1.2312020200608447,Intermittent
Pop5,Region_C,Freshwater,24.02158454931011,7.854847915946934,10.194048979971928,33.992696720637454,Dry,6.4517736662391805,0.49108115784133255,27,882,0.619131733199821,Stable
Pop4,Region_B,Marine,17.722985844572623,7.662335430102222,5.595197495948001,11.673973693926301,Dry,88.87242795483064,0.6458662889765792,17,196,0.2964018367384327,Intermittent
Pop4,Region_B,Marine,29.11801613193865,7.193621385548363,6.418217972018859,25.454668140154308,Wet,86.44771470786976,0.9243835623918456,12,728,1.668723403147267,Stable
Pop1,Region_C,Marine,10.14230643149121,7.2773941640724455,2.0315216426148845,7.651143532157744,Wet,84.95365465994867,0.1663307886323354,11,662,0.4011129555308304,Dynamic
Pop1,Region_C,Freshwater,12.387015648039965,7.258311763362869,7.087592929511939,15.470973872110088,Wet,30.102649997622688,0.002965434220873253,8,383,1.820330917198103,Stable
Pop1,Region_C,Marine,7.956200347718309,7.6474678762573856,10.946719920743877,27.62694004523829,Transitional,10.145921706192373,0.9722824690594919,12,288,1.2626975770480484,Dynamic
Pop4,Region_A,Marine,5.874296109809447,7.090232850269526,7.1730662791674575,0.10811258106506683,Dry,41.647640102312344,0.3078292392233505,19,440,0.4195324007995238,Dynamic
Pop3,Region_B,Brackish,8.652031908512903,7.623156662480825,8.97870548788618,21.734008405840015,Dry,0.05848199664868492,0.833423135986583,12,406,0.5644233499757156,Dynamic
Pop5,Region_A,Marine,30.053088216446792,7.371532759854115,4.21862304846751,31.873182169932406,Dry,67.09064784489215,0.45724362580591305,19,831,1.0502439286267669,Intermittent
Pop3,Region_B,Freshwater,11.11961957380625,8.223093502665265,10.831935011963017,14.626455213841242,Dry,91.71387592635936,0.31827787490844706,30,770,0.9316898725326426,Intermittent
Pop5,Region_C,Brackish,4.955446152106878,8.451737522767887,8.898831107524991,18.31431225814909,Wet,5.797789444401036,0.9368868706942803,9,935,0.2381065507763358,Stable
Pop2,Region_A,Marine,31.614403101658667,6.529290415000449,8.629832460162545,11.21937685290937,Wet,31.091954820758914,0.20714591202712507,26,255,0.05161847652968454,Dynamic
Pop3,Region_A,Freshwater,19.397659118584727,6.748988854978243,6.333471423068515,26.776206809744153,Dry,69.316127445745,0.17316825177693684,29,932,0.11302777987359058,Intermittent
Pop4,Region_B,Marine,13.072538220713978,7.429848764067385,10.3330834359601,10.647119447565522,Wet,13.901583408879603,0.6010834143831735,12,808,0.4503699782793531,Dynamic
Pop5,Region_C,Freshwater,25.870014681177,6.765296575464191,2.9887720516123997,7.411008088485207,Wet,84.43615330921949,0.6318049365889046,44,35,1.2436536384985433,Dynamic
Pop2,Region_B,Marine,19.67986972698638,7.666454353246374,9.285160606973399,22.697600991409487,Wet,33.047067923199826,0.6772775069816777,22,972,1.3543931898615875,Intermittent
Pop5,Region_C,Marine,30.214585886177492,7.790781586101801,10.990960049708892,28.809155966430612,Transitional,34.522297468060025,0.8808251821610805,40,894,1.1531100852495255,Dynamic
Pop4,Region_C,Marine,6.467158186659768,8.251735881580865,5.345840272950328,30.34255209135868,Dry,13.938751177866738,0.7773308547514864,0,889,1.0542484374862038,Intermittent
Pop3,Region_B,Marine,2.2075649554327317,7.021744924936334,5.097754431623087,15.798536693019347,Dry,22.701106950161343,0.09547242978025505,2,548,1.6926213797485188,Stable
Pop3,Region_C,Freshwater,29.164850732470974,7.530023545770916,7.208257498335703,18.221954466215102,Transitional,35.21647493728165,0.14048641782147797,36,661,0.4740487734307375,Dynamic
Pop3,Region_C,Brackish,17.970305329313423,6.568915181358154,6.979217272675644,22.7757711818095,Dry,23.3089287737993,0.5218825595881929,46,897,1.5611549307142556,Stable
Pop5,Region_A,Freshwater,28.404271126184845,6.618620214032669,8.854517162664141,33.61232154373791,Wet,49.0698393034936,0.6419801184629748,13,498,0.5394220520306228,Dynamic
Pop4,Region_A,Brackish,17.454086921811076,7.643712575601587,7.00383914138721,14.248516223234155,Transitional,49.845923395139614,0.6944032072478967,37,171,1.019912612493969,Intermittent
Pop1,Region_C,Freshwater,34.67014400767378,7.838303064874841,9.82515182162722,27.662431043910754,Dry,76.36507983512931,0.2742580521494902,21,434,1.5344413604180613,Intermittent
Pop2,Region_A,Marine,16.78489828144222,6.6234438730334775,11.860702234163066,16.626169401064146,Transitional,29.36164349734235,0.13737706837667474,3,279,0.6701890449328054,Intermittent
Pop3,Region_A,Marine,17.401521383202656,8.03613107140536,3.871374228409286,16.641709144211724,Transitional,62.44863680753833,0.8981244162415705,23,318,0.7783854195224109,Dynamic
Pop5,Region_A,Freshwater,11.568925463191835,8.327221576172574,4.826922619002942,6.916153927932297,Wet,68.31535230616274,0.9015083595159199,26,691,0.06337447181272315,Stable
Pop5,Region_B,Freshwater,32.64509780223307,7.793429312962341,10.190377061270645,0.08673123185370835,Dry,62.26270886859311,0.5245013813103382,17,110,1.2953676130518388,Stable
Pop3,Region_B,Brackish,28.216820229731443,8.090955259575374,6.273403851378691,2.8342356988197883,Dry,7.287924181062877,0.10270600040760547,9,399,1.2799412670836778,Intermittent
Pop5,Region_B,Brackish,7.5009535341983975,6.830460444325516,10.214390841497977,31.879793780150784,Dry,68.41489847294423,0.7647446925237366,47,260,1.6819967758128476,Dynamic
Pop1,Region_B,Freshwater,12.600048274511717,8.011868639910812,9.27672525111915,30.82682013608631,Dry,71.47815591216148,0.8960464375608873,47,962,0.7385794925828639,Stable
Pop1,Region_C,Brackish,16.051748028999413,7.46353122033986,5.741730039081425,34.238827912109905,Wet,45.76277326054221,0.41102918198894933,25,147,0.5093283223232332,Dynamic
Pop5,Region_A,Brackish,32.41475937765227,7.717736836283126,10.689265783760543,0.5815822231931117,Wet,49.99380138415959,0.6293992840117189,9,445,1.1875264461814772,Intermittent
Pop1,Region_A,Marine,8.707449796120223,7.9675609990017815,11.56166277292308,8.960026343196787,Wet,31.157794538751126,0.16602108128551551,28,887,0.35131898645548265,Dynamic
